trial,list,set,condition,word,condition_trigger,item_trigger
44,1,48,dense_neighbourhood,boda,102,82
45,1,17,dense_neighbourhood,arena,102,48
46,1,5,sparse_neighbourhood,avanza,101,84
47,1,11,sparse_neighbourhood,islam,101,42
48,1,79,sparse_neighbourhood,cifra,101,116
49,1,52,dense_neighbourhood,bonos,102,87
50,1,10,sparse_neighbourhood,plus,101,41
51,1,72,sparse_neighbourhood,xviii,101,109
52,1,42,sparse_neighbourhood,billy,101,76
53,1,6,dense_neighbourhood,air,102,95
54,1,39,dense_neighbourhood,barro,102,72
55,1,63,dense_neighbourhood,callar,102,99
56,1,60,sparse_neighbourhood,miami,101,96
57,1,56,dense_neighbourhood,busco,102,91
58,1,71,sparse_neighbourhood,orto,101,108
59,1,1,sparse_neighbourhood,semi,101,40
60,1,27,sparse_neighbourhood,adiós,101,59
61,1,71,dense_neighbourhood,capa,102,108
62,1,69,dense_neighbourhood,cantar,102,105
63,1,37,sparse_neighbourhood,finca,101,70
64,1,22,sparse_neighbourhood,rubén,101,54
65,1,68,sparse_neighbourhood,kevin,101,104
66,1,57,sparse_neighbourhood,huir,101,92
67,1,75,sparse_neighbourhood,admite,101,112
68,1,26,dense_neighbourhood,bajar,102,58
69,1,4,dense_neighbourhood,acepte,102,73
70,1,36,dense_neighbourhood,barco,102,69
71,1,66,sparse_neighbourhood,gracia,101,102
72,1,35,dense_neighbourhood,barca,102,68
73,1,30,dense_neighbourhood,bala,102,63
74,1,67,sparse_neighbourhood,cuadra,101,103
75,1,9,dense_neighbourhood,alias,102,119
76,1,4,sparse_neighbourhood,acosta,101,73
77,1,38,sparse_neighbourhood,acero,101,71
78,1,62,dense_neighbourhood,calla,102,98
79,1,41,sparse_neighbourhood,abuelo,101,75
80,1,44,sparse_neighbourhood,road,101,78
81,1,59,dense_neighbourhood,cago,102,94
82,1,62,sparse_neighbourhood,karen,101,98
83,1,20,sparse_neighbourhood,email,101,52
84,1,68,dense_neighbourhood,canta,102,104
85,1,8,sparse_neighbourhood,cdmx,101,117
86,1,33,sparse_neighbourhood,white,101,66
87,1,29,sparse_neighbourhood,blue,101,61
88,1,42,dense_neighbourhood,basan,102,76
89,1,12,dense_neighbourhood,amada,102,43
90,1,47,dense_neighbourhood,beta,102,81
91,1,16,dense_neighbourhood,area,102,47
92,1,3,dense_neighbourhood,acabe,102,62
93,1,64,dense_neighbourhood,calle,102,100
94,1,17,sparse_neighbourhood,ritmo,101,48
95,1,22,dense_neighbourhood,atras,102,54
96,1,74,dense_neighbourhood,caras,102,111
97,1,23,dense_neighbourhood,autos,102,55
98,1,47,sparse_neighbourhood,amlo,101,81
99,1,73,dense_neighbourhood,cara,102,110
100,1,19,sparse_neighbourhood,onda,101,50
101,1,63,sparse_neighbourhood,adonde,101,99
102,1,44,dense_neighbourhood,bell,102,78
103,1,53,dense_neighbourhood,bordo,102,88
104,1,57,dense_neighbourhood,caen,102,92
105,1,3,sparse_neighbourhood,aéreo,101,62
106,1,56,sparse_neighbourhood,moscú,101,91
107,1,70,dense_neighbourhood,canto,102,107
108,1,40,dense_neighbourhood,basada,102,74
109,1,33,dense_neighbourhood,bando,102,66
110,1,28,sparse_neighbourhood,auge,101,60
111,1,48,sparse_neighbourhood,psoe,101,82
112,1,23,sparse_neighbourhood,ideal,101,55
113,1,31,dense_neighbourhood,balas,102,64
114,1,38,dense_neighbourhood,barra,102,71
115,1,60,dense_neighbourhood,cajas,102,96
116,1,54,sparse_neighbourhood,viuda,101,89
117,1,65,dense_neighbourhood,camas,102,101
118,1,76,dense_neighbourhood,cargo,102,113
119,1,8,dense_neighbourhood,alfa,102,117
120,1,80,sparse_neighbourhood,estuve,101,118
121,1,21,sparse_neighbourhood,actuó,101,53
122,1,58,dense_neighbourhood,cagar,102,93
123,1,12,sparse_neighbourhood,guías,101,43
124,1,29,dense_neighbourhood,bajó,102,61
125,1,55,sparse_neighbourhood,latín,101,90
126,1,7,dense_neighbourhood,alan,102,106
127,1,52,sparse_neighbourhood,juana,101,87
128,1,26,sparse_neighbourhood,novio,101,58
129,1,64,sparse_neighbourhood,línea,101,100
130,1,9,sparse_neighbourhood,espía,101,119
131,1,46,dense_neighbourhood,bello,102,80
132,1,50,sparse_neighbourhood,exige,101,85
133,1,66,dense_neighbourhood,cambia,102,102
134,1,78,sparse_neighbourhood,alice,101,115
135,1,53,sparse_neighbourhood,cruel,101,88
136,1,76,sparse_neighbourhood,enero,101,113
137,1,39,sparse_neighbourhood,ortiz,101,72
138,1,43,dense_neighbourhood,bases,102,77
139,1,70,sparse_neighbourhood,ancho,101,107
140,1,28,dense_neighbourhood,baje,102,60
141,1,67,dense_neighbourhood,camina,102,103
142,1,21,dense_neighbourhood,atado,102,53
143,1,37,dense_neighbourhood,bares,102,70
144,1,54,dense_neighbourhood,botas,102,89
145,1,18,sparse_neighbourhood,bruce,101,49
146,1,1,dense_neighbourhood,abra,102,40
147,1,25,dense_neighbourhood,back,102,57
148,1,34,sparse_neighbourhood,abad,101,67
149,1,50,dense_neighbourhood,bolas,102,85
150,1,14,dense_neighbourhood,amos,102,45
151,1,80,dense_neighbourhood,cartas,102,118
152,1,24,dense_neighbourhood,ayudo,102,56
153,1,74,sparse_neighbourhood,héroe,101,111
154,1,13,sparse_neighbourhood,emma,101,44
155,1,41,dense_neighbourhood,basado,102,75
156,1,27,dense_neighbourhood,bajas,102,59
157,1,16,sparse_neighbourhood,just,101,47
158,1,36,sparse_neighbourhood,bomba,101,69
159,1,24,sparse_neighbourhood,judía,101,56
160,1,5,dense_neighbourhood,acepto,102,84
