word,freq_zipf,language,source,n_density,old20,id,length,n_syllables,frequency,condition,set,list,trial
barra,4.31,spanish,wordfreq,10,1.4,3097,5,2,4.31,dense_neighbourhood,38,1,30
gracia,4.64,spanish,wordfreq,1,1.9,13462,6,2,4.64,sparse_neighbourhood,66,1,31
miami,4.34,spanish,wordfreq,0,1.9,18341,5,2,4.34,sparse_neighbourhood,60,1,32
judía,3.88,spanish,wordfreq,1,1.9,16144,5,2,3.88,sparse_neighbourhood,24,1,33
bodas,4.04,spanish,wordfreq,7,1.6,3509,5,2,4.04,dense_neighbourhood,49,1,34
acosta,3.82,spanish,wordfreq,0,1.9,376,6,3,3.82,sparse_neighbourhood,4,1,35
amos,3.83,spanish,wordfreq,7,1.35,1436,4,2,3.83,dense_neighbourhood,14,1,36
huir,4.21,spanish,wordfreq,0,2.0,14402,4,1,4.21,sparse_neighbourhood,57,1,37
alfa,3.92,spanish,wordfreq,5,1.6,1116,4,2,3.92,dense_neighbourhood,8,1,38
sofá,3.96,spanish,wordfreq,1,1.95,26377,4,2,3.96,sparse_neighbourhood,51,1,39
email,3.85,spanish,wordfreq,1,1.85,10130,5,2,3.85,sparse_neighbourhood,20,1,40
cruel,4.26,spanish,wordfreq,0,2.0,7321,5,1,4.26,sparse_neighbourhood,53,1,41
abuelo,4.49,spanish,wordfreq,1,2.1,142,6,3,4.49,sparse_neighbourhood,41,1,42
plus,4.13,spanish,wordfreq,0,1.9,21835,4,1,4.13,sparse_neighbourhood,10,1,43
nazi,4.11,spanish,wordfreq,1,1.9,19313,4,2,4.11,sparse_neighbourhood,30,1,44
capa,4.35,spanish,wordfreq,23,1.0,4352,4,2,4.35,dense_neighbourhood,71,1,45
frase,4.68,spanish,wordfreq,0,1.9,12712,5,2,4.68,sparse_neighbourhood,43,1,46
islam,3.96,spanish,wordfreq,1,2.3,15878,5,2,3.96,sparse_neighbourhood,11,1,47
camas,3.88,spanish,wordfreq,16,1.1,4154,5,2,3.88,dense_neighbourhood,65,1,48
callar,3.88,spanish,wordfreq,7,1.6,4109,6,2,3.88,dense_neighbourhood,63,1,49
caros,3.84,spanish,wordfreq,12,1.05,4525,5,2,3.84,dense_neighbourhood,78,1,50
adiós,4.43,spanish,wordfreq,1,2.15,558,5,2,4.43,sparse_neighbourhood,27,1,51
bruce,3.94,spanish,wordfreq,1,1.95,3757,5,2,3.94,sparse_neighbourhood,18,1,52
asado,3.85,spanish,wordfreq,5,1.55,2300,5,3,3.85,dense_neighbourhood,20,1,53
area,3.87,spanish,wordfreq,8,1.2,2075,4,2,3.87,dense_neighbourhood,16,1,54
enero,5.15,spanish,wordfreq,1,1.8,10455,5,3,5.15,sparse_neighbourhood,76,1,55
ayudo,3.88,spanish,wordfreq,5,1.75,2889,5,2,3.88,dense_neighbourhood,24,1,56
capas,4.16,spanish,wordfreq,15,1.05,4361,5,2,4.16,dense_neighbourhood,72,1,57
honor,4.85,spanish,wordfreq,0,2.0,14274,5,2,4.85,sparse_neighbourhood,2,1,58
aéreo,4.11,spanish,wordfreq,1,1.9,2913,5,2,4.11,sparse_neighbourhood,3,1,59
cargas,4.07,spanish,wordfreq,8,1.45,4478,6,2,4.07,dense_neighbourhood,75,1,60
bello,4.33,spanish,wordfreq,7,1.5,3264,5,2,4.33,dense_neighbourhood,46,1,61
baje,3.97,spanish,wordfreq,7,1.5,2981,4,2,3.97,dense_neighbourhood,28,1,62
aguja,3.8,spanish,wordfreq,1,1.85,899,5,3,3.8,sparse_neighbourhood,35,1,63
cago,4.0,spanish,wordfreq,15,1.05,4024,4,2,4.0,dense_neighbourhood,59,1,64
bando,4.03,spanish,wordfreq,6,1.5,3051,5,2,4.03,dense_neighbourhood,33,1,65
alice,3.84,spanish,wordfreq,0,2.0,1153,5,3,3.84,sparse_neighbourhood,78,1,66
latín,4.0,spanish,wordfreq,1,1.95,16526,5,2,4.0,sparse_neighbourhood,55,1,67
exige,4.35,spanish,wordfreq,1,2.05,11669,5,3,4.35,sparse_neighbourhood,50,1,68
apps,3.83,spanish,wordfreq,0,1.95,1893,4,1,3.83,sparse_neighbourhood,14,1,69
cargo,5.15,spanish,wordfreq,6,1.55,4479,5,2,5.15,dense_neighbourhood,76,1,70
once,4.39,spanish,wordfreq,0,1.9,20112,4,2,4.39,sparse_neighbourhood,77,1,71
adonde,3.88,spanish,wordfreq,1,2.35,610,6,3,3.88,sparse_neighbourhood,63,1,72
moscú,4.31,spanish,wordfreq,1,2.45,18844,5,2,4.31,sparse_neighbourhood,56,1,73
avanza,4.05,spanish,wordfreq,1,1.85,2790,6,3,4.05,sparse_neighbourhood,5,1,74
abad,3.81,spanish,wordfreq,0,1.85,8,4,2,3.81,sparse_neighbourhood,34,1,75
atado,3.81,spanish,wordfreq,5,1.65,2523,5,3,3.81,dense_neighbourhood,21,1,76
calla,3.88,spanish,wordfreq,10,1.15,4103,5,2,3.88,dense_neighbourhood,62,1,77
brown,4.14,spanish,wordfreq,0,2.1,3756,5,1,4.14,sparse_neighbourhood,31,1,78
from,4.18,spanish,wordfreq,0,1.95,12772,4,1,4.18,sparse_neighbourhood,7,1,79
acabe,4.11,spanish,wordfreq,5,1.65,182,5,3,4.11,dense_neighbourhood,3,1,80
aman,3.99,spanish,wordfreq,5,1.6,1325,4,2,3.99,dense_neighbourhood,13,1,81
barco,4.52,spanish,wordfreq,6,1.6,3086,5,2,4.52,dense_neighbourhood,36,1,82
kevin,4.24,spanish,wordfreq,0,2.45,16325,5,2,4.24,sparse_neighbourhood,68,1,83
acepte,3.82,spanish,wordfreq,5,1.8,262,6,3,3.82,dense_neighbourhood,4,1,84
white,4.03,spanish,wordfreq,0,2.0,29671,5,2,4.03,sparse_neighbourhood,33,1,85
caro,4.39,spanish,wordfreq,19,1.0,4521,4,2,4.39,dense_neighbourhood,77,1,86
actuó,3.81,spanish,wordfreq,1,2.1,455,5,2,3.81,sparse_neighbourhood,21,1,87
bala,4.11,spanish,wordfreq,19,1.0,2993,4,2,4.11,dense_neighbourhood,30,1,88
jazz,4.0,spanish,wordfreq,0,2.0,15992,4,1,4.0,sparse_neighbourhood,59,1,89
cuadra,3.99,spanish,wordfreq,1,1.95,7370,6,2,3.99,sparse_neighbourhood,67,1,90
blue,4.04,spanish,wordfreq,0,1.85,3484,4,1,4.04,sparse_neighbourhood,29,1,91
espía,3.88,spanish,wordfreq,0,1.95,11201,5,2,3.88,sparse_neighbourhood,9,1,92
cantar,4.43,spanish,wordfreq,5,1.7,4330,6,2,4.43,dense_neighbourhood,69,1,93
carro,4.4,spanish,wordfreq,8,1.45,4552,5,2,4.4,dense_neighbourhood,79,1,94
cambia,4.64,spanish,wordfreq,6,1.55,4155,6,2,4.64,dense_neighbourhood,66,1,95
ritmo,4.55,spanish,wordfreq,0,1.9,24898,5,2,4.55,sparse_neighbourhood,17,1,96
onda,4.65,spanish,wordfreq,1,1.65,20113,4,2,4.65,sparse_neighbourhood,19,1,97
dirige,4.41,spanish,wordfreq,1,2.3,9171,6,3,4.41,sparse_neighbourhood,40,1,98
arias,3.94,spanish,wordfreq,5,1.6,2102,5,2,3.94,dense_neighbourhood,18,1,99
orto,4.35,spanish,wordfreq,1,1.8,20339,4,2,4.35,sparse_neighbourhood,71,1,100
canta,4.24,spanish,wordfreq,15,1.0,4319,5,2,4.24,dense_neighbourhood,68,1,101
bell,3.81,spanish,wordfreq,8,1.4,3258,4,1,3.81,dense_neighbourhood,44,1,102
banda,4.99,spanish,wordfreq,6,1.5,3044,5,2,4.99,dense_neighbourhood,32,1,103
back,3.92,spanish,wordfreq,9,1.5,2942,4,1,3.92,dense_neighbourhood,25,1,104
unión,4.99,spanish,wordfreq,1,1.9,28578,5,2,4.99,sparse_neighbourhood,32,1,105
amaba,3.96,spanish,wordfreq,5,1.75,1313,5,3,3.96,dense_neighbourhood,11,1,106
xviii,4.16,spanish,wordfreq,1,2.3,29749,5,1,4.16,sparse_neighbourhood,72,1,107
arma,4.65,spanish,wordfreq,9,1.15,2114,4,2,4.65,dense_neighbourhood,19,1,108
alias,3.88,spanish,wordfreq,5,1.7,1151,5,2,3.88,dense_neighbourhood,9,1,109
caras,4.42,spanish,wordfreq,14,1.0,4434,5,2,4.42,dense_neighbourhood,74,1,110
barro,4.05,spanish,wordfreq,8,1.5,3117,5,2,4.05,dense_neighbourhood,39,1,111
viuda,4.07,spanish,wordfreq,1,1.85,29386,5,2,4.07,sparse_neighbourhood,54,1,112
cdmx,3.92,spanish,wordfreq,0,2.0,4766,4,0,3.92,sparse_neighbourhood,8,1,113
juana,4.08,spanish,wordfreq,0,1.95,16126,5,2,4.08,sparse_neighbourhood,52,1,114
gays,3.98,spanish,wordfreq,1,1.85,13137,4,1,3.98,sparse_neighbourhood,61,1,115
alan,4.18,spanish,wordfreq,5,1.55,976,4,2,4.18,dense_neighbourhood,7,1,116
cagar,4.04,spanish,wordfreq,6,1.6,4018,5,2,4.04,dense_neighbourhood,58,1,117
héroe,4.42,spanish,wordfreq,1,2.55,14473,5,2,4.42,sparse_neighbourhood,74,1,118
air,4.03,spanish,wordfreq,6,1.4,932,3,1,4.03,dense_neighbourhood,6,1,119
rubén,4.02,spanish,wordfreq,1,2.25,25132,5,2,4.02,sparse_neighbourhood,22,1,120
trans,3.88,spanish,wordfreq,1,1.9,28046,5,1,3.88,sparse_neighbourhood,65,1,121
bases,4.68,spanish,wordfreq,8,1.45,3140,5,2,4.68,dense_neighbourhood,43,1,122
amada,3.88,spanish,wordfreq,6,1.55,1318,5,3,3.88,dense_neighbourhood,12,1,123
diosa,4.04,spanish,wordfreq,0,1.85,9129,5,2,4.04,sparse_neighbourhood,49,1,124
arena,4.55,spanish,wordfreq,5,1.6,2078,5,3,4.55,dense_neighbourhood,17,1,125
guías,3.88,spanish,wordfreq,0,1.95,13721,5,1,3.88,sparse_neighbourhood,12,1,126
atras,4.02,spanish,wordfreq,5,1.6,2603,5,2,4.02,dense_neighbourhood,22,1,127
just,3.87,spanish,wordfreq,1,1.85,16242,4,1,3.87,sparse_neighbourhood,16,1,128
botas,4.07,spanish,wordfreq,9,1.45,3644,5,2,4.07,dense_neighbourhood,54,1,129
flujo,4.33,spanish,wordfreq,1,1.85,12501,5,2,4.33,sparse_neighbourhood,46,1,130
acero,4.31,spanish,wordfreq,1,1.75,288,5,3,4.31,sparse_neighbourhood,38,1,131
acaba,4.85,spanish,wordfreq,6,1.45,166,5,3,4.85,dense_neighbourhood,2,1,132
beta,3.86,spanish,wordfreq,14,1.15,3343,4,2,3.86,dense_neighbourhood,47,1,133
ortiz,4.05,spanish,wordfreq,0,2.65,20338,5,2,4.05,sparse_neighbourhood,39,1,134
road,3.81,spanish,wordfreq,1,1.85,24928,4,1,3.81,sparse_neighbourhood,44,1,135
estuve,4.65,spanish,wordfreq,1,2.35,11440,6,3,4.65,sparse_neighbourhood,80,1,136
finca,4.0,spanish,wordfreq,0,1.85,12390,5,2,4.0,sparse_neighbourhood,37,1,137
amplia,4.57,spanish,wordfreq,5,1.9,1439,6,2,4.57,dense_neighbourhood,15,1,138
amlo,3.86,spanish,wordfreq,0,1.9,1425,4,2,3.86,sparse_neighbourhood,47,1,139
ojos,5.27,spanish,wordfreq,1,1.8,20024,4,2,5.27,sparse_neighbourhood,73,1,140
flaco,4.04,spanish,wordfreq,1,1.85,12447,5,2,4.04,sparse_neighbourhood,58,1,141
bang,3.81,spanish,wordfreq,12,1.35,3054,4,1,3.81,dense_neighbourhood,34,1,142
armada,4.43,spanish,wordfreq,1,1.85,2115,6,3,4.43,sparse_neighbourhood,69,1,143
basado,4.49,spanish,wordfreq,5,1.65,3132,6,3,4.49,dense_neighbourhood,41,1,144
bosque,4.57,spanish,wordfreq,1,2.25,3636,6,2,4.57,sparse_neighbourhood,15,1,145
ideal,4.57,spanish,wordfreq,1,1.85,14520,5,2,4.57,sparse_neighbourhood,23,1,146
bella,4.49,spanish,wordfreq,6,1.55,3259,5,2,4.49,dense_neighbourhood,45,1,147
emma,3.99,spanish,wordfreq,1,1.9,10196,4,2,3.99,sparse_neighbourhood,13,1,148
bajó,4.04,spanish,wordfreq,5,1.7,2989,4,2,4.04,dense_neighbourhood,29,1,149
calle,5.27,spanish,wordfreq,9,1.45,4113,5,2,5.27,dense_neighbourhood,64,1,150
karen,3.88,spanish,wordfreq,1,1.95,16295,5,2,3.88,sparse_neighbourhood,62,1,151
novio,4.63,spanish,wordfreq,1,1.85,19660,5,2,4.63,sparse_neighbourhood,26,1,152
acepto,4.05,spanish,wordfreq,5,1.75,265,6,3,4.05,dense_neighbourhood,5,1,153
off,4.03,spanish,wordfreq,1,1.85,19969,3,1,4.03,sparse_neighbourhood,6,1,154
boda,4.41,spanish,wordfreq,12,1.2,3508,4,2,4.41,dense_neighbourhood,48,1,155
admite,4.07,spanish,wordfreq,1,2.2,593,6,3,4.07,sparse_neighbourhood,75,1,156
bajar,4.63,spanish,wordfreq,5,1.65,2976,5,2,4.63,dense_neighbourhood,26,1,157
canto,4.36,spanish,wordfreq,8,1.4,4340,5,2,4.36,dense_neighbourhood,70,1,158
caen,4.21,spanish,wordfreq,5,1.6,3998,4,1,4.21,dense_neighbourhood,57,1,159
extra,4.49,spanish,wordfreq,1,1.85,11892,5,2,4.49,sparse_neighbourhood,45,1,160
